Image_Name,Small_DCA,Medium_DCA,Large_DCA,Oth
ISIC2019_0033166_mel_MASK.png,1,0,0,0
ISIC2019_0033171_mel_MASK.png,1,0,0,0
ISIC2019_0033198_mel_MASK.png,1,0,0,0
ISIC2019_0033268_mel_MASK.png,1,0,0,0
ISIC2019_0033269_mel_MASK.png,1,0,0,0
ISIC2019_0033275_mel_MASK.png,1,0,0,0
ISIC2019_0033317_mel_MASK.png,1,0,0,0
ISIC2019_0033324_mel_MASK.png,1,0,0,0
ISIC2019_0033369_mel_MASK.png,1,0,0,0
ISIC2019_0033426_mel_MASK.png,0,0,0,1
ISIC2019_0033444_mel_MASK.png,1,0,0,0
ISIC2019_0033526_mel_MASK.png,0,0,0,1
ISIC2019_0033559_mel_MASK.png,1,0,0,0
ISIC2019_0033593_mel_MASK.png,0,0,0,1
ISIC2019_0033595_mel_MASK.png,1,0,0,0
ISIC2019_0033644_mel_MASK.png,1,0,0,0
ISIC2019_0033717_mel_MASK.png,1,0,0,0
ISIC2019_0033730_mel_MASK.png,0,0,0,1
ISIC2019_0033779_mel_MASK.png,1,0,0,0
ISIC2019_0033863_mel_MASK.png,1,0,0,0
ISIC2019_0033872_mel_MASK.png,1,0,0,0
ISIC2019_0033874_mel_MASK.png,1,0,0,0
ISIC2019_0033883_mel_MASK.png,0,0,0,1
ISIC2019_0033946_mel_MASK.png,1,0,0,0
ISIC2019_0033953_mel_MASK.png,0,0,0,1
ISIC2019_0034000_mel_MASK.png,0,0,0,1
ISIC2019_0034036_mel_MASK.png,1,0,0,0
ISIC2019_0034061_mel_MASK.png,1,0,0,0
ISIC2019_0034064_mel_MASK.png,1,0,0,0
ISIC2019_0034074_mel_MASK.png,1,0,0,0
ISIC2019_0034205_mel_MASK.png,1,0,0,0
ISIC2019_0034246_mel_MASK.png,1,0,0,0
ISIC2019_0053469_mel_MASK.png,1,0,0,0
ISIC2019_0053470_mel_MASK.png,0,0,1,0
ISIC2019_0053485_mel_MASK.png,0,0,0,1
ISIC2019_0053503_mel_MASK.png,0,1,0,0
ISIC2019_0053507_mel_MASK.png,0,0,0,1
ISIC2019_0053509_mel_MASK.png,1,0,0,0
ISIC2019_0053513_mel_MASK.png,1,0,0,0
ISIC2019_0053531_mel_MASK.png,0,0,1,0
ISIC2019_0053533_mel_MASK.png,0,0,1,0
ISIC2019_0053541_mel_MASK.png,0,0,1,0
ISIC2019_0053582_mel_MASK.png,1,0,0,0
ISIC2019_0053594_mel_MASK.png,0,1,0,0
ISIC2019_0053617_mel_MASK.png,1,0,0,0
ISIC2019_0053628_mel_MASK.png,1,0,0,0
ISIC2019_0053659_mel_MASK.png,0,0,1,0
ISIC2019_0053660_mel_MASK.png,0,0,1,0
ISIC2019_0053674_mel_MASK.png,1,0,0,0
ISIC2019_0053698_mel_MASK.png,0,1,0,0
ISIC2019_0053700_mel_MASK.png,1,0,0,0
ISIC2019_0053725_mel_MASK.png,1,0,0,0
ISIC2019_0053740_mel_MASK.png,0,0,1,0
ISIC2019_0053742_mel_MASK.png,1,0,0,0
ISIC2019_0053751_mel_MASK.png,0,1,0,0
ISIC2019_0053761_mel_MASK.png,1,0,0,0
ISIC2019_0053763_mel_MASK.png,0,1,0,0
ISIC2019_0053766_mel_MASK.png,0,0,1,0
ISIC2019_0053784_mel_MASK.png,0,1,0,0
ISIC2019_0053790_mel_MASK.png,0,0,1,0
ISIC2019_0053791_mel_MASK.png,1,0,0,0
ISIC2019_0053800_mel_MASK.png,0,0,1,0
ISIC2019_0053801_mel_MASK.png,1,0,0,0
ISIC2019_0053810_mel_MASK.png,0,0,0,1
ISIC2019_0053816_mel_MASK.png,0,1,0,0
ISIC2019_0053827_mel_MASK.png,1,0,0,0
ISIC2019_0053828_mel_MASK.png,0,0,1,0
ISIC2019_0053846_mel_MASK.png,0,1,0,0
ISIC2019_0053854_mel_MASK.png,0,0,1,0
ISIC2019_0053884_mel_MASK.png,1,0,0,0
ISIC2019_0053891_mel_MASK.png,0,0,0,1
ISIC2019_0053933_mel_MASK.png,0,0,1,0
ISIC2019_0053953_mel_MASK.png,1,0,0,0
ISIC2019_0053960_mel_MASK.png,0,1,0,0
ISIC2019_0053973_mel_MASK.png,1,0,0,0
ISIC2019_0053980_mel_MASK.png,0,0,1,0
ISIC2019_0053981_mel_MASK.png,0,0,1,0
ISIC2019_0053985_mel_MASK.png,0,1,0,0
ISIC2019_0054024_mel_MASK.png,0,1,0,0
ISIC2019_0054025_mel_MASK.png,1,0,0,0
ISIC2019_0054038_mel_MASK.png,0,0,0,1
ISIC2019_0054062_mel_MASK.png,0,0,1,0
ISIC2019_0054070_mel_MASK.png,0,1,0,0
ISIC2019_0054073_mel_MASK.png,1,0,0,0
ISIC2019_0054079_mel_MASK.png,0,1,0,0
ISIC2019_0054082_mel_MASK.png,0,0,1,0
ISIC2019_0054089_mel_MASK.png,0,1,0,0
ISIC2019_0054090_mel_MASK.png,0,1,0,0
ISIC2019_0054110_mel_MASK.png,0,1,0,0
ISIC2019_0054112_mel_MASK.png,0,1,0,0
ISIC2019_0054123_mel_MASK.png,0,1,0,0
ISIC2019_0054138_mel_MASK.png,0,1,0,0
ISIC2019_0054141_mel_MASK.png,0,0,1,0
ISIC2019_0054146_mel_MASK.png,0,0,1,0
ISIC2019_0054151_mel_MASK.png,1,0,0,0
ISIC2019_0054167_mel_MASK.png,1,0,0,0
ISIC2019_0054179_mel_MASK.png,0,1,0,0
ISIC2019_0054193_mel_MASK.png,0,1,0,0
ISIC2019_0054198_mel_MASK.png,0,0,1,0
ISIC2019_0054206_mel_MASK.png,1,0,0,0
ISIC2019_0054220_mel_MASK.png,0,1,0,0
ISIC2019_0054226_mel_MASK.png,0,0,1,0
ISIC2019_0054229_mel_MASK.png,0,1,0,0
ISIC2019_0054233_mel_MASK.png,0,1,0,0
ISIC2019_0054239_mel_MASK.png,0,0,0,1
ISIC2019_0054251_mel_MASK.png,1,0,0,0
ISIC2019_0054274_mel_MASK.png,1,0,0,0
ISIC2019_0054288_mel_MASK.png,0,1,0,0
ISIC2019_0054289_mel_MASK.png,1,0,0,0
ISIC2019_0054290_mel_MASK.png,0,1,0,0
ISIC2019_0054317_mel_MASK.png,0,0,0,1
ISIC2019_0054329_mel_MASK.png,1,0,0,0
ISIC2019_0054332_mel_MASK.png,1,0,0,0
ISIC2019_0054351_mel_MASK.png,0,1,0,0
ISIC2019_0054355_mel_MASK.png,1,0,0,0
ISIC2019_0054364_mel_MASK.png,0,1,0,0
ISIC2019_0054377_mel_MASK.png,1,0,0,0
ISIC2019_0054391_mel_MASK.png,0,0,1,0
ISIC2019_0054409_mel_MASK.png,0,0,1,0
ISIC2019_0054434_mel_MASK.png,0,0,1,0
ISIC2019_0054444_mel_MASK.png,1,0,0,0
ISIC2019_0054445_mel_MASK.png,0,0,1,0
ISIC2019_0054462_mel_MASK.png,0,0,0,1
ISIC2019_0054464_mel_MASK.png,0,0,1,0
ISIC2019_0054482_mel_MASK.png,0,1,0,0
ISIC2019_0054500_mel_MASK.png,1,0,0,0
ISIC2019_0054520_mel_MASK.png,1,0,0,0
ISIC2019_0054523_mel_MASK.png,1,0,0,0
ISIC2019_0054527_mel_MASK.png,0,0,1,0
ISIC2019_0054536_mel_MASK.png,0,1,0,0
ISIC2019_0054544_mel_MASK.png,0,1,0,0
ISIC2019_0054570_mel_MASK.png,1,0,0,0
ISIC2019_0054573_mel_MASK.png,0,0,1,0
ISIC2019_0054618_mel_MASK.png,1,0,0,0
ISIC2019_0054624_mel_MASK.png,1,0,0,0
ISIC2019_0054625_mel_MASK.png,0,0,1,0
ISIC2019_0054626_mel_MASK.png,0,1,0,0
ISIC2019_0054629_mel_MASK.png,0,0,1,0
ISIC2019_0054664_mel_MASK.png,1,0,0,0
ISIC2019_0054670_mel_MASK.png,0,0,1,0
ISIC2019_0054671_mel_MASK.png,0,0,0,1
ISIC2019_0054694_mel_MASK.png,1,0,0,0
ISIC2019_0054710_mel_MASK.png,0,0,1,0
ISIC2019_0054744_mel_MASK.png,0,0,0,1
ISIC2019_0054756_mel_MASK.png,1,0,0,0
ISIC2019_0054777_mel_MASK.png,0,0,0,1
ISIC2019_0054787_mel_MASK.png,1,0,0,0
ISIC2019_0054802_mel_MASK.png,0,1,0,0
ISIC2019_0054844_mel_MASK.png,0,0,1,0
ISIC2019_0054846_mel_MASK.png,1,0,0,0
ISIC2019_0054851_mel_MASK.png,1,0,0,0
ISIC2019_0054870_mel_MASK.png,0,0,1,0
ISIC2019_0054885_mel_MASK.png,1,0,0,0
ISIC2019_0054886_mel_MASK.png,0,0,0,1
ISIC2019_0054892_mel_MASK.png,1,0,0,0
ISIC2019_0054904_mel_MASK.png,0,1,0,0
ISIC2019_0054906_mel_MASK.png,0,0,1,0
ISIC2019_0054912_mel_MASK.png,0,1,0,0
ISIC2019_0054919_mel_MASK.png,1,0,0,0
ISIC2019_0054932_mel_MASK.png,0,0,1,0
ISIC2019_0054954_mel_MASK.png,1,0,0,0
ISIC2019_0054963_mel_MASK.png,0,0,0,1
ISIC2019_0054973_mel_MASK.png,0,1,0,0
ISIC2019_0054974_mel_MASK.png,0,0,0,1
ISIC2019_0054979_mel_MASK.png,0,0,1,0
ISIC2019_0054988_mel_MASK.png,0,0,0,1
ISIC2019_0054995_mel_MASK.png,0,1,0,0
ISIC2019_0055003_mel_MASK.png,1,0,0,0
ISIC2019_0055008_mel_MASK.png,1,0,0,0
ISIC2019_0055039_mel_MASK.png,1,0,0,0
ISIC2019_0055051_mel_MASK.png,0,0,0,1
ISIC2019_0055081_mel_MASK.png,0,0,1,0
ISIC2019_0055091_mel_MASK.png,0,0,0,1
ISIC2019_0055140_mel_MASK.png,1,0,0,0
ISIC2019_0055141_mel_MASK.png,0,1,0,0
ISIC2019_0055143_mel_MASK.png,1,0,0,0
ISIC2019_0055147_mel_MASK.png,0,0,1,0
ISIC2019_0055156_mel_MASK.png,1,0,0,0
ISIC2019_0055157_mel_MASK.png,0,1,0,0
ISIC2019_0055167_mel_MASK.png,0,0,1,0
ISIC2019_0055179_mel_MASK.png,0,0,1,0
ISIC2019_0055193_mel_MASK.png,1,0,0,0
ISIC2019_0055226_mel_MASK.png,1,0,0,0
ISIC2019_0055236_mel_MASK.png,0,1,0,0
ISIC2019_0055246_mel_MASK.png,1,0,0,0
ISIC2019_0055253_mel_MASK.png,0,0,0,1
ISIC2019_0055254_mel_MASK.png,1,0,0,0
ISIC2019_0055264_mel_MASK.png,1,0,0,0
ISIC2019_0055279_mel_MASK.png,1,0,0,0
ISIC2019_0055282_mel_MASK.png,0,0,0,1
ISIC2019_0055287_mel_MASK.png,0,1,0,0
ISIC2019_0055293_mel_MASK.png,1,0,0,0
ISIC2019_0055295_mel_MASK.png,1,0,0,0
ISIC2019_0055309_mel_MASK.png,1,0,0,0
ISIC2019_0055359_mel_MASK.png,1,0,0,0
ISIC2019_0055361_mel_MASK.png,1,0,0,0
ISIC2019_0055362_mel_MASK.png,1,0,0,0
ISIC2019_0055376_mel_MASK.png,1,0,0,0
ISIC2019_0055378_mel_MASK.png,0,1,0,0
ISIC2019_0055393_mel_MASK.png,0,0,1,0
ISIC2019_0055403_mel_MASK.png,0,0,1,0
ISIC2019_0055404_mel_MASK.png,1,0,0,0
ISIC2019_0055405_mel_MASK.png,1,0,0,0
ISIC2019_0055412_mel_MASK.png,0,0,0,1
ISIC2019_0055438_mel_MASK.png,1,0,0,0
ISIC2019_0055450_mel_MASK.png,0,0,1,0
ISIC2019_0055459_mel_MASK.png,0,0,1,0
ISIC2019_0055462_mel_MASK.png,0,1,0,0
ISIC2019_0055464_mel_MASK.png,0,0,1,0
ISIC2019_0055465_mel_MASK.png,0,1,0,0
ISIC2019_0055468_mel_MASK.png,0,1,0,0
ISIC2019_0055474_mel_MASK.png,1,0,0,0
ISIC2019_0055491_mel_MASK.png,1,0,0,0
ISIC2019_0055492_mel_MASK.png,0,0,1,0
ISIC2019_0055513_mel_MASK.png,0,0,1,0
ISIC2019_0055526_mel_MASK.png,1,0,0,0
ISIC2019_0055527_mel_MASK.png,1,0,0,0
ISIC2019_0055549_mel_MASK.png,0,0,1,0
ISIC2019_0055624_mel_MASK.png,1,0,0,0
ISIC2019_0055660_mel_MASK.png,0,1,0,0
ISIC2019_0055665_mel_MASK.png,0,0,1,0
ISIC2019_0055675_mel_MASK.png,1,0,0,0
ISIC2019_0055680_mel_MASK.png,0,0,0,1
ISIC2019_0055701_mel_MASK.png,0,1,0,0
ISIC2019_0055707_mel_MASK.png,1,0,0,0
ISIC2019_0055709_mel_MASK.png,0,1,0,0
ISIC2019_0055741_mel_MASK.png,0,0,0,1
ISIC2019_0055742_mel_MASK.png,0,1,0,0
ISIC2019_0055747_mel_MASK.png,1,0,0,0
ISIC2019_0055759_mel_MASK.png,1,0,0,0
ISIC2019_0055771_mel_MASK.png,0,0,1,0
ISIC2019_0055783_mel_MASK.png,1,0,0,0
ISIC2019_0055803_mel_MASK.png,1,0,0,0
ISIC2019_0055820_mel_MASK.png,1,0,0,0
ISIC2019_0055841_mel_MASK.png,1,0,0,0
ISIC2019_0055859_mel_MASK.png,0,0,1,0
ISIC2019_0055876_mel_MASK.png,1,0,0,0
ISIC2019_0055887_mel_MASK.png,1,0,0,0
ISIC2019_0055892_mel_MASK.png,0,0,1,0
ISIC2019_0055899_mel_MASK.png,0,0,0,1
ISIC2019_0055902_mel_MASK.png,1,0,0,0
ISIC2019_0055905_mel_MASK.png,0,0,0,1
ISIC2019_0055924_mel_MASK.png,0,0,1,0
ISIC2019_0055931_mel_MASK.png,0,0,0,1
ISIC2019_0055937_mel_MASK.png,1,0,0,0
ISIC2019_0055954_mel_MASK.png,0,1,0,0
ISIC2019_0055960_mel_MASK.png,1,0,0,0
ISIC2019_0056036_mel_MASK.png,1,0,0,0
ISIC2019_0056046_mel_MASK.png,1,0,0,0
ISIC2019_0056063_mel_MASK.png,0,0,0,1
ISIC2019_0056079_mel_MASK.png,0,0,1,0
ISIC2019_0056102_mel_MASK.png,0,1,0,0
ISIC2019_0056118_mel_MASK.png,0,0,1,0
ISIC2019_0056119_mel_MASK.png,1,0,0,0
ISIC2019_0056130_mel_MASK.png,0,1,0,0
ISIC2019_0056136_mel_MASK.png,1,0,0,0
ISIC2019_0056138_mel_MASK.png,0,0,1,0
ISIC2019_0056141_mel_MASK.png,0,1,0,0
ISIC2019_0056152_mel_MASK.png,1,0,0,0
ISIC2019_0056156_mel_MASK.png,1,0,0,0
ISIC2019_0056164_mel_MASK.png,1,0,0,0
ISIC2019_0056167_mel_MASK.png,0,0,1,0
ISIC2019_0056190_mel_MASK.png,0,0,1,0
ISIC2019_0056209_mel_MASK.png,0,1,0,0
ISIC2019_0056214_mel_MASK.png,1,0,0,0
ISIC2019_0056221_mel_MASK.png,0,1,0,0
ISIC2019_0056228_mel_MASK.png,0,1,0,0
ISIC2019_0056247_mel_MASK.png,1,0,0,0
ISIC2019_0056261_mel_MASK.png,0,1,0,0
ISIC2019_0056263_mel_MASK.png,0,0,1,0
ISIC2019_0056271_mel_MASK.png,1,0,0,0
ISIC2019_0056303_mel_MASK.png,1,0,0,0
ISIC2019_0056309_mel_MASK.png,0,0,0,1
ISIC2019_0056319_mel_MASK.png,1,0,0,0
ISIC2019_0056330_mel_MASK.png,0,1,0,0
ISIC2019_0056403_mel_MASK.png,1,0,0,0
ISIC2019_0056409_mel_MASK.png,1,0,0,0
ISIC2019_0056413_mel_MASK.png,1,0,0,0
ISIC2019_0056428_mel_MASK.png,0,0,0,1
ISIC2019_0056440_mel_MASK.png,0,1,0,0
ISIC2019_0056448_mel_MASK.png,0,0,1,0
ISIC2019_0056487_mel_MASK.png,0,0,1,0
ISIC2019_0056496_mel_MASK.png,1,0,0,0
ISIC2019_0056501_mel_MASK.png,1,0,0,0
ISIC2019_0056511_mel_MASK.png,1,0,0,0
ISIC2019_0056531_mel_MASK.png,0,1,0,0
ISIC2019_0056537_mel_MASK.png,1,0,0,0
ISIC2019_0056554_mel_MASK.png,0,0,0,1
ISIC2019_0056601_mel_MASK.png,1,0,0,0
ISIC2019_0056604_mel_MASK.png,1,0,0,0
ISIC2019_0056614_mel_MASK.png,0,0,1,0
ISIC2019_0056625_mel_MASK.png,0,0,0,1
ISIC2019_0056632_mel_MASK.png,1,0,0,0
ISIC2019_0056638_mel_MASK.png,1,0,0,0
ISIC2019_0056659_mel_MASK.png,0,0,1,0
ISIC2019_0056663_mel_MASK.png,0,1,0,0
ISIC2019_0056676_mel_MASK.png,0,0,1,0
ISIC2019_0056677_mel_MASK.png,1,0,0,0
ISIC2019_0056694_mel_MASK.png,1,0,0,0
ISIC2019_0056710_mel_MASK.png,0,0,0,1
ISIC2019_0056725_mel_MASK.png,1,0,0,0
ISIC2019_0056729_mel_MASK.png,0,0,1,0
ISIC2019_0056749_mel_MASK.png,1,0,0,0
ISIC2019_0056751_mel_MASK.png,0,0,1,0
ISIC2019_0056752_mel_MASK.png,1,0,0,0
ISIC2019_0056788_mel_MASK.png,0,0,1,0
ISIC2019_0056790_mel_MASK.png,1,0,0,0
ISIC2019_0056793_mel_MASK.png,1,0,0,0
ISIC2019_0056800_mel_MASK.png,1,0,0,0
ISIC2019_0056806_mel_MASK.png,0,0,1,0
ISIC2019_0056839_mel_MASK.png,1,0,0,0
ISIC2019_0056849_mel_MASK.png,1,0,0,0
ISIC2019_0056860_mel_MASK.png,1,0,0,0
ISIC2019_0056863_mel_MASK.png,1,0,0,0
ISIC2019_0056876_mel_MASK.png,0,1,0,0
ISIC2019_0056921_mel_MASK.png,1,0,0,0
ISIC2019_0056926_mel_MASK.png,0,1,0,0
ISIC2019_0056937_mel_MASK.png,1,0,0,0
ISIC2019_0056940_mel_MASK.png,0,1,0,0
ISIC2019_0056957_mel_MASK.png,1,0,0,0
ISIC2019_0056974_mel_MASK.png,0,1,0,0
ISIC2019_0056979_mel_MASK.png,0,1,0,0
ISIC2019_0056981_mel_MASK.png,0,1,0,0
ISIC2019_0056983_mel_MASK.png,1,0,0,0
ISIC2019_0056988_mel_MASK.png,0,1,0,0
ISIC2019_0056991_mel_MASK.png,1,0,0,0
ISIC2019_0057009_mel_MASK.png,1,0,0,0
ISIC2019_0057015_mel_MASK.png,0,0,0,1
ISIC2019_0057016_mel_MASK.png,0,0,1,0
ISIC2019_0057019_mel_MASK.png,0,0,0,1
ISIC2019_0057025_mel_MASK.png,0,0,1,0
ISIC2019_0057027_mel_MASK.png,1,0,0,0
ISIC2019_0057061_mel_MASK.png,1,0,0,0
ISIC2019_0057067_mel_MASK.png,0,1,0,0
ISIC2019_0057147_mel_MASK.png,0,0,0,1
ISIC2019_0057148_mel_MASK.png,1,0,0,0
ISIC2019_0057155_mel_MASK.png,0,1,0,0
ISIC2019_0057164_mel_MASK.png,0,1,0,0
ISIC2019_0057169_mel_MASK.png,1,0,0,0
ISIC2019_0057172_mel_MASK.png,1,0,0,0
ISIC2019_0057173_mel_MASK.png,1,0,0,0
ISIC2019_0057188_mel_MASK.png,1,0,0,0
ISIC2019_0057192_mel_MASK.png,1,0,0,0
ISIC2019_0057211_mel_MASK.png,0,1,0,0
ISIC2019_0057234_mel_MASK.png,0,1,0,0
ISIC2019_0057235_mel_MASK.png,0,0,1,0
ISIC2019_0057244_mel_MASK.png,1,0,0,0
ISIC2019_0057257_mel_MASK.png,1,0,0,0
ISIC2019_0057302_mel_MASK.png,0,0,1,0
ISIC2019_0057307_mel_MASK.png,1,0,0,0
ISIC2019_0057323_mel_MASK.png,0,1,0,0
ISIC2019_0057324_mel_MASK.png,1,0,0,0
ISIC2019_0057328_mel_MASK.png,0,1,0,0
ISIC2019_0057362_mel_MASK.png,0,1,0,0
ISIC2019_0057369_mel_MASK.png,0,0,1,0
ISIC2019_0057370_mel_MASK.png,0,0,1,0
ISIC2019_0057390_mel_MASK.png,0,0,1,0
ISIC2019_0057408_mel_MASK.png,0,1,0,0
ISIC2019_0057412_mel_MASK.png,1,0,0,0
ISIC2019_0057436_mel_MASK.png,0,0,1,0
ISIC2019_0057457_mel_MASK.png,1,0,0,0
ISIC2019_0057496_mel_MASK.png,0,0,0,1
ISIC2019_0057518_mel_MASK.png,0,1,0,0
ISIC2019_0057531_mel_MASK.png,1,0,0,0
ISIC2019_0057594_mel_MASK.png,0,1,0,0
ISIC2019_0057609_mel_MASK.png,1,0,0,0
ISIC2019_0057611_mel_MASK.png,1,0,0,0
ISIC2019_0057617_mel_MASK.png,0,0,1,0
ISIC2019_0057631_mel_MASK.png,0,1,0,0
ISIC2019_0057634_mel_MASK.png,0,1,0,0
ISIC2019_0057655_mel_MASK.png,0,0,0,1
ISIC2019_0057661_mel_MASK.png,0,0,1,0
ISIC2019_0057687_mel_MASK.png,1,0,0,0
ISIC2019_0057702_mel_MASK.png,1,0,0,0
ISIC2019_0057707_mel_MASK.png,0,0,1,0
ISIC2019_0057716_mel_MASK.png,1,0,0,0
ISIC2019_0057723_mel_MASK.png,1,0,0,0
ISIC2019_0057725_mel_MASK.png,0,0,0,1
ISIC2019_0057727_mel_MASK.png,0,1,0,0
ISIC2019_0057729_mel_MASK.png,0,0,1,0
ISIC2019_0057753_mel_MASK.png,0,1,0,0
ISIC2019_0057759_mel_MASK.png,0,0,1,0
ISIC2019_0057762_mel_MASK.png,1,0,0,0
ISIC2019_0057782_mel_MASK.png,0,1,0,0
ISIC2019_0057791_mel_MASK.png,1,0,0,0
ISIC2019_0057821_mel_MASK.png,0,0,1,0
ISIC2019_0057823_mel_MASK.png,1,0,0,0
ISIC2019_0057845_mel_MASK.png,1,0,0,0
ISIC2019_0057864_mel_MASK.png,1,0,0,0
ISIC2019_0057881_mel_MASK.png,0,0,0,1
ISIC2019_0057884_mel_MASK.png,1,0,0,0
ISIC2019_0057889_mel_MASK.png,1,0,0,0
ISIC2019_0057896_mel_MASK.png,1,0,0,0
ISIC2019_0057913_mel_MASK.png,0,1,0,0
ISIC2019_0057938_mel_MASK.png,0,1,0,0
ISIC2019_0057947_mel_MASK.png,1,0,0,0
ISIC2019_0057949_mel_MASK.png,0,1,0,0
ISIC2019_0057963_mel_MASK.png,0,0,0,1
ISIC2019_0057980_mel_MASK.png,1,0,0,0
ISIC2019_0057996_mel_MASK.png,0,0,1,0
ISIC2019_0057999_mel_MASK.png,1,0,0,0
ISIC2019_0058003_mel_MASK.png,0,0,0,1
ISIC2019_0058016_mel_MASK.png,0,1,0,0
ISIC2019_0058021_mel_MASK.png,0,0,1,0
ISIC2019_0058022_mel_MASK.png,1,0,0,0
ISIC2019_0058024_mel_MASK.png,1,0,0,0
ISIC2019_0058040_mel_MASK.png,0,1,0,0
ISIC2019_0058046_mel_MASK.png,0,0,0,1
ISIC2019_0058047_mel_MASK.png,0,1,0,0
ISIC2019_0058059_mel_MASK.png,1,0,0,0
ISIC2019_0058097_mel_MASK.png,0,1,0,0
ISIC2019_0058098_mel_MASK.png,0,0,0,1
ISIC2019_0058118_mel_MASK.png,0,0,1,0
ISIC2019_0058135_mel_MASK.png,0,1,0,0
ISIC2019_0058136_mel_MASK.png,0,0,1,0
ISIC2019_0058149_mel_MASK.png,0,1,0,0
ISIC2019_0058151_mel_MASK.png,1,0,0,0
ISIC2019_0058164_mel_MASK.png,0,0,1,0
ISIC2019_0058173_mel_MASK.png,0,1,0,0
ISIC2019_0058174_mel_MASK.png,1,0,0,0
ISIC2019_0058177_mel_MASK.png,1,0,0,0
ISIC2019_0058196_mel_MASK.png,1,0,0,0
ISIC2019_0058206_mel_MASK.png,1,0,0,0
ISIC2019_0058218_mel_MASK.png,0,0,1,0
